TransactionID,CustomerID,AccountID,TransactionDate,TransactionType,Amount,Balance,Month,MonthNum,Year
TXN00111,CUST044,ACC1044,2023-03-31,Debit,8579.67,27578.94,March,3,2023
TXN00112,CUST026,ACC1026,2023-10-08,Credit,4627.74,52604.94,October,10,2023
TXN00113,CUST014,ACC1014,2023-08-09,Debit,9139.26,500.0,August,8,2023
TXN00114,CUST021,ACC1021,2023-08-27,Credit,6688.18,61381.12,August,8,2023
TXN00115,CUST014,ACC1014,2023-09-19,Credit,11926.66,12426.66,September,9,2023
TXN00116,CUST048,ACC1048,2023-03-28,Debit,1363.45,26677.37,March,3,2023
TXN00117,CUST033,ACC1033,2023-12-06,Debit,9326.99,44624.68,December,12,2023
TXN00118,CUST006,ACC1006,2023-05-01,Debit,4725.25,30726.23,May,5,2023
TXN00119,CUST013,ACC1013,2023-03-17,Credit,788.58,3532.18,March,3,2023
TXN00120,CUST031,ACC1031,2023-11-09,Credit,6885.7,64861.91,November,11,2023
TXN00121,CUST041,ACC1041,2023-10-22,Credit,10803.35,33172.82,October,10,2023
TXN00122,CUST025,ACC1025,2023-09-11,Credit,3735.37,59793.76,September,9,2023
TXN00123,CUST042,ACC1042,2023-12-19,Credit,13400.63,51150.99,December,12,2023
TXN00124,CUST050,ACC1050,2023-02-24,Credit,3360.73,34436.26,February,2,2023
TXN00125,CUST045,ACC1045,2023-09-23,Credit,848.25,7638.17,September,9,2023
TXN00126,CUST016,ACC1016,2023-03-04,Credit,2086.75,44842.22,March,3,2023
TXN00127,CUST030,ACC1030,2023-12-08,Debit,14819.6,6687.36,December,12,2023
TXN00128,CUST039,ACC1039,2023-06-12,Credit,9228.52,61737.22,June,6,2023
TXN00129,CUST047,ACC1047,2023-09-16,Credit,12475.48,12975.48,September,9,2023
TXN00130,CUST036,ACC1036,2023-08-17,Credit,11180.47,28540.1,August,8,2023
TXN00131,CUST031,ACC1031,2023-08-19,Credit,11301.47,76163.38,August,8,2023
TXN00132,CUST041,ACC1041,2023-05-22,Debit,7320.5,25852.32,May,5,2023
TXN00133,CUST016,ACC1016,2023-05-21,Credit,1254.5,46096.72,May,5,2023
TXN00134,CUST019,ACC1019,2023-05-01,Credit,5104.13,46528.5,May,5,2023
TXN00135,CUST035,ACC1035,2023-02-11,Credit,2347.38,30767.47,February,2,2023
TXN00136,CUST025,ACC1025,2023-12-22,Credit,10625.65,70419.41,December,12,2023
TXN00137,CUST005,ACC1005,2023-08-01,Credit,5030.13,81694.18,August,8,2023
TXN00138,CUST030,ACC1030,2023-08-01,Credit,3181.83,9869.19,August,8,2023
TXN00139,CUST027,ACC1027,2023-07-19,Debit,14196.32,500.0,July,7,2023
TXN00140,CUST002,ACC1002,2023-10-22,Credit,7207.0,15411.24,October,10,2023
TXN00141,CUST023,ACC1023,2023-06-02,Credit,12816.37,42260.15,June,6,2023
TXN00142,CUST027,ACC1027,2023-10-03,Debit,11046.05,500.0,October,10,2023
TXN00143,CUST039,ACC1039,2023-04-23,Credit,3369.38,65106.6,April,4,2023
TXN00144,CUST028,ACC1028,2023-09-06,Credit,5893.97,15246.21,September,9,2023
TXN00145,CUST043,ACC1043,2023-12-14,Credit,10890.3,30770.07,December,12,2023
TXN00146,CUST030,ACC1030,2023-03-07,Debit,8058.44,1810.75,March,3,2023
TXN00147,CUST026,ACC1026,2023-10-31,Debit,9978.7,42626.24,October,10,2023
TXN00148,CUST006,ACC1006,2023-11-26,Credit,2121.92,32848.15,November,11,2023
TXN00149,CUST030,ACC1030,2023-04-04,Credit,3976.33,5787.08,April,4,2023
TXN00150,CUST021,ACC1021,2023-04-19,Credit,4970.0,66351.12,April,4,2023
TXN00151,CUST049,ACC1049,2023-07-14,Credit,11304.95,47482.11,July,7,2023
TXN00152,CUST027,ACC1027,2023-05-10,Credit,7107.57,7607.57,May,5,2023
TXN00153,CUST048,ACC1048,2023-10-04,Credit,14998.63,41676.0,October,10,2023
TXN00154,CUST023,ACC1023,2023-04-25,Debit,1122.41,41137.74,April,4,2023
TXN00155,CUST042,ACC1042,2023-01-21,Credit,14249.21,65400.2,January,1,2023
TXN00156,CUST013,ACC1013,2023-01-11,Debit,2370.5,1161.68,January,1,2023
TXN00157,CUST009,ACC1009,2023-08-31,Debit,1804.4,29427.04,August,8,2023
TXN00158,CUST014,ACC1014,2023-08-27,Debit,3918.03,8508.63,August,8,2023
TXN00159,CUST024,ACC1024,2023-03-27,Debit,9147.99,10627.6,March,3,2023
TXN00160,CUST048,ACC1048,2023-02-28,Credit,14474.34,56150.34,February,2,2023
TXN00161,CUST007,ACC1007,2023-10-24,Credit,13940.42,71729.37,October,10,2023
TXN00162,CUST037,ACC1037,2023-12-13,Credit,6010.15,82384.35,December,12,2023
TXN00163,CUST046,ACC1046,2023-04-12,Credit,8922.26,27909.08,April,4,2023
TXN00164,CUST041,ACC1041,2023-05-05,Credit,10488.18,36340.5,May,5,2023
TXN00165,CUST020,ACC1020,2023-12-17,Debit,12102.37,10821.43,December,12,2023
TXN00166,CUST037,ACC1037,2023-01-22,Credit,8037.9,90422.25,January,1,2023
TXN00167,CUST043,ACC1043,2023-07-09,Credit,7638.82,38408.89,July,7,2023
TXN00168,CUST022,ACC1022,2023-01-07,Credit,12352.73,58301.69,January,1,2023
TXN00169,CUST007,ACC1007,2023-08-10,Credit,9570.22,81299.59,August,8,2023
TXN00170,CUST030,ACC1030,2023-12-29,Credit,6588.76,12375.84,December,12,2023
TXN00171,CUST047,ACC1047,2023-09-25,Debit,4124.23,8851.25,September,9,2023
TXN00172,CUST035,ACC1035,2023-09-05,Credit,6590.06,37357.53,September,9,2023
TXN00173,CUST047,ACC1047,2023-10-31,Credit,4902.34,13753.59,October,10,2023
TXN00174,CUST016,ACC1016,2023-02-14,Credit,13236.3,59333.02,February,2,2023
TXN00175,CUST016,ACC1016,2023-08-26,Debit,9193.94,50139.08,August,8,2023
TXN00176,CUST025,ACC1025,2023-06-22,Credit,7465.17,77884.58,June,6,2023
TXN00177,CUST021,ACC1021,2023-04-04,Credit,3260.59,69611.71,April,4,2023
TXN00178,CUST017,ACC1017,2023-06-24,Credit,13216.77,84329.36,June,6,2023
TXN00179,CUST045,ACC1045,2023-05-22,Debit,251.25,7386.92,May,5,2023
TXN00180,CUST013,ACC1013,2023-02-13,Credit,10829.11,11990.79,February,2,2023
TXN00181,CUST032,ACC1032,2023-10-12,Credit,10390.08,48228.01,October,10,2023
TXN00182,CUST042,ACC1042,2023-12-31,Credit,6777.8,72178.0,December,12,2023
TXN00183,CUST002,ACC1002,2023-02-17,Credit,3401.79,18813.03,February,2,2023
TXN00184,CUST045,ACC1045,2023-05-05,Credit,9993.0,17379.92,May,5,2023
TXN00185,CUST024,ACC1024,2023-08-31,Debit,8010.74,2616.86,August,8,2023
TXN00186,CUST028,ACC1028,2023-10-09,Credit,5341.98,20588.19,October,10,2023
TXN00187,CUST030,ACC1030,2023-05-19,Credit,3845.91,16221.75,May,5,2023
TXN00188,CUST008,ACC1008,2023-04-09,Credit,1881.37,10793.62,April,4,2023
TXN00189,CUST035,ACC1035,2023-12-20,Credit,2953.96,40311.49,December,12,2023
TXN00190,CUST048,ACC1048,2023-09-05,Credit,10896.32,67046.66,September,9,2023
TXN00191,CUST049,ACC1049,2023-09-26,Debit,4316.68,43165.43,September,9,2023
TXN00192,CUST007,ACC1007,2023-04-10,Credit,3489.5,84789.09,April,4,2023
TXN00193,CUST012,ACC1012,2023-06-04,Credit,10649.48,38390.47,June,6,2023
TXN00194,CUST009,ACC1009,2023-05-21,Credit,14616.99,44044.03,May,5,2023
TXN00195,CUST036,ACC1036,2023-05-30,Debit,14166.94,14373.16,May,5,2023
TXN00196,CUST041,ACC1041,2023-09-09,Credit,13103.52,49444.02,September,9,2023
TXN00197,CUST037,ACC1037,2023-05-26,Credit,7232.84,97655.09,May,5,2023
TXN00198,CUST022,ACC1022,2023-04-05,Credit,3861.93,62163.62,April,4,2023
TXN00199,CUST031,ACC1031,2023-02-28,Credit,6070.54,82233.92,February,2,2023
TXN00200,CUST005,ACC1005,2023-10-23,Debit,10328.12,71366.06,October,10,2023
TXN00201,CUST010,ACC1010,2023-03-18,Debit,14241.97,500.0,March,3,2023
TXN00202,CUST006,ACC1006,2023-05-08,Credit,8415.29,41263.44,May,5,2023
TXN00203,CUST027,ACC1027,2023-11-07,Debit,11882.04,500.0,November,11,2023
TXN00204,CUST015,ACC1015,2023-09-25,Credit,6812.67,51199.1,September,9,2023
TXN00205,CUST029,ACC1029,2023-06-02,Debit,14851.47,17205.73,June,6,2023
TXN00206,CUST020,ACC1020,2023-10-19,Debit,997.43,9824.0,October,10,2023
TXN00207,CUST048,ACC1048,2023-02-20,Credit,9420.17,76466.83,February,2,2023
TXN00208,CUST017,ACC1017,2023-12-05,Credit,2440.15,86769.51,December,12,2023
TXN00209,CUST012,ACC1012,2023-10-10,Credit,2432.34,40822.81,October,10,2023
TXN00210,CUST027,ACC1027,2023-08-19,Debit,8947.79,500.0,August,8,2023
TXN00211,CUST019,ACC1019,2023-01-17,Credit,4392.76,50921.26,January,1,2023
TXN00212,CUST019,ACC1019,2023-12-26,Credit,1160.58,52081.84,December,12,2023
TXN00213,CUST015,ACC1015,2023-05-16,Debit,8887.86,42311.24,May,5,2023
TXN00214,CUST013,ACC1013,2023-08-06,Credit,8213.98,20204.77,August,8,2023
TXN00215,CUST042,ACC1042,2023-03-18,Credit,12416.8,84594.8,March,3,2023
TXN00216,CUST005,ACC1005,2023-01-31,Credit,11910.17,83276.23,January,1,2023
TXN00217,CUST039,ACC1039,2023-10-19,Credit,6643.39,71749.99,October,10,2023
TXN00218,CUST030,ACC1030,2023-12-19,Credit,10526.03,26747.78,December,12,2023
TXN00219,CUST018,ACC1018,2023-09-14,Debit,7457.55,43840.75,September,9,2023
TXN00220,CUST006,ACC1006,2023-11-03,Credit,13352.4,54615.84,November,11,2023
TXN00221,CUST048,ACC1048,2023-06-15,Debit,3830.48,72636.35,June,6,2023
TXN00222,CUST006,ACC1006,2023-04-28,Debit,12555.78,42060.06,April,4,2023
TXN00223,CUST037,ACC1037,2023-10-28,Credit,14993.63,112648.72,October,10,2023
TXN00224,CUST044,ACC1044,2023-05-18,Debit,699.45,26879.49,May,5,2023
TXN00225,CUST049,ACC1049,2023-03-31,Credit,7832.56,50997.99,March,3,2023
TXN00226,CUST029,ACC1029,2023-05-23,Credit,14954.49,32160.22,May,5,2023
TXN00227,CUST028,ACC1028,2023-11-22,Credit,14538.92,35127.11,November,11,2023
TXN00228,CUST031,ACC1031,2023-06-28,Credit,5066.3,87300.22,June,6,2023
TXN00229,CUST043,ACC1043,2023-02-23,Credit,5014.07,43422.96,February,2,2023
TXN00230,CUST045,ACC1045,2023-09-11,Credit,9972.49,27352.41,September,9,2023
TXN00231,CUST026,ACC1026,2023-10-09,Credit,6876.91,49503.15,October,10,2023
TXN00232,CUST021,ACC1021,2023-05-10,Credit,1827.23,71438.94,May,5,2023
TXN00233,CUST050,ACC1050,2023-07-26,Debit,12391.42,22044.84,July,7,2023
TXN00234,CUST001,ACC1001,2023-12-03,Debit,6983.45,30637.85,December,12,2023
TXN00235,CUST004,ACC1004,2023-04-07,Debit,5490.51,10824.21,April,4,2023
TXN00236,CUST049,ACC1049,2023-09-13,Debit,6686.41,44311.58,September,9,2023
TXN00237,CUST004,ACC1004,2023-04-15,Credit,8283.37,19107.58,April,4,2023
TXN00238,CUST019,ACC1019,2023-08-13,Debit,7322.21,44759.63,August,8,2023
TXN00239,CUST002,ACC1002,2023-11-19,Debit,12009.77,6803.26,November,11,2023
TXN00240,CUST046,ACC1046,2023-03-23,Credit,8307.5,36216.58,March,3,2023
TXN00241,CUST036,ACC1036,2023-07-28,Credit,3448.04,17821.2,July,7,2023
TXN00242,CUST008,ACC1008,2023-08-25,Credit,9750.87,20544.49,August,8,2023
TXN00243,CUST010,ACC1010,2023-09-13,Debit,4448.74,500.0,September,9,2023
TXN00244,CUST046,ACC1046,2023-05-20,Credit,12537.39,48753.97,May,5,2023
TXN00245,CUST031,ACC1031,2023-05-05,Credit,8313.85,95614.07,May,5,2023
TXN00246,CUST025,ACC1025,2023-04-08,Debit,7672.79,70211.79,April,4,2023
TXN00247,CUST009,ACC1009,2023-02-05,Credit,11612.86,55656.89,February,2,2023
TXN00248,CUST027,ACC1027,2023-06-24,Debit,4080.87,500.0,June,6,2023
TXN00249,CUST001,ACC1001,2023-05-25,Debit,4548.48,26089.37,May,5,2023
TXN00250,CUST038,ACC1038,2023-10-24,Debit,7395.64,25437.75,October,10,2023
TXN00251,CUST010,ACC1010,2023-08-17,Debit,7316.69,500.0,August,8,2023
TXN00252,CUST022,ACC1022,2023-10-10,Debit,5720.43,56443.19,October,10,2023
TXN00253,CUST021,ACC1021,2023-04-07,Debit,3658.2,67780.74,April,4,2023
TXN00254,CUST025,ACC1025,2023-04-30,Credit,750.34,70962.13,April,4,2023
TXN00255,CUST048,ACC1048,2023-08-31,Debit,13710.11,58926.24,August,8,2023
TXN00256,CUST025,ACC1025,2023-07-17,Debit,11906.67,59055.46,July,7,2023
TXN00257,CUST042,ACC1042,2023-03-19,Credit,14475.88,99070.68,March,3,2023
TXN00258,CUST009,ACC1009,2023-09-15,Debit,5046.72,50610.17,September,9,2023
TXN00259,CUST007,ACC1007,2023-08-14,Credit,7936.67,92725.76,August,8,2023
TXN00260,CUST030,ACC1030,2023-01-08,Debit,2247.92,24499.86,January,1,2023
TXN00261,CUST042,ACC1042,2023-03-21,Credit,7095.41,106166.09,March,3,2023
TXN00262,CUST017,ACC1017,2023-06-23,Debit,10421.3,76348.21,June,6,2023
TXN00263,CUST042,ACC1042,2023-02-11,Credit,12799.89,118965.98,February,2,2023
TXN00264,CUST035,ACC1035,2023-07-14,Credit,9439.31,49750.8,July,7,2023
TXN00265,CUST049,ACC1049,2023-09-07,Debit,634.9,43676.68,September,9,2023
TXN00266,CUST005,ACC1005,2023-05-01,Debit,10297.55,72978.68,May,5,2023
TXN00267,CUST019,ACC1019,2023-04-27,Debit,1446.65,43312.98,April,4,2023
TXN00268,CUST007,ACC1007,2023-11-21,Debit,13101.43,79624.33,November,11,2023
TXN00269,CUST029,ACC1029,2023-03-27,Debit,4562.04,27598.18,March,3,2023
TXN00270,CUST002,ACC1002,2023-01-24,Credit,11962.54,18765.8,January,1,2023
TXN00271,CUST019,ACC1019,2023-07-03,Credit,6517.23,49830.21,July,7,2023
TXN00272,CUST016,ACC1016,2023-09-29,Credit,8532.33,58671.41,September,9,2023
TXN00273,CUST012,ACC1012,2023-03-29,Credit,1276.63,42099.44,March,3,2023
TXN00274,CUST025,ACC1025,2023-11-14,Debit,3688.36,55367.1,November,11,2023
TXN00275,CUST038,ACC1038,2023-03-15,Credit,6971.13,32408.88,March,3,2023
TXN00276,CUST017,ACC1017,2023-08-24,Credit,10035.93,86384.14,August,8,2023
TXN00277,CUST030,ACC1030,2023-05-28,Debit,8244.31,16255.55,May,5,2023
TXN00278,CUST005,ACC1005,2023-08-15,Credit,14816.01,87794.69,August,8,2023
TXN00279,CUST020,ACC1020,2023-11-24,Credit,10385.67,20209.67,November,11,2023
TXN00280,CUST030,ACC1030,2023-06-04,Credit,14990.67,31246.22,June,6,2023
TXN00281,CUST031,ACC1031,2023-02-24,Credit,5782.33,101396.4,February,2,2023
TXN00282,CUST023,ACC1023,2023-10-22,Credit,14891.11,56028.85,October,10,2023
TXN00283,CUST019,ACC1019,2023-01-12,Debit,5997.51,43832.7,January,1,2023
TXN00284,CUST001,ACC1001,2023-10-17,Debit,11696.84,14392.53,October,10,2023
TXN00285,CUST004,ACC1004,2023-11-07,Debit,7501.24,11606.34,November,11,2023
TXN00286,CUST019,ACC1019,2023-04-28,Debit,12048.79,31783.91,April,4,2023
TXN00287,CUST015,ACC1015,2023-11-22,Credit,9351.28,51662.52,November,11,2023
TXN00288,CUST044,ACC1044,2023-12-04,Debit,12591.22,14288.27,December,12,2023
TXN00289,CUST041,ACC1041,2023-02-19,Debit,9730.48,39713.54,February,2,2023
TXN00290,CUST020,ACC1020,2023-08-14,Credit,8735.65,28945.32,August,8,2023
TXN00291,CUST047,ACC1047,2023-03-09,Credit,13653.45,27407.04,March,3,2023
TXN00292,CUST021,ACC1021,2023-08-01,Credit,3091.84,70872.58,August,8,2023
TXN00293,CUST035,ACC1035,2023-07-07,Debit,7576.74,42174.06,July,7,2023
TXN00294,CUST018,ACC1018,2023-03-26,Credit,13719.33,57560.08,March,3,2023
TXN00295,CUST031,ACC1031,2023-06-01,Debit,13068.91,88327.49,June,6,2023
TXN00296,CUST008,ACC1008,2023-08-28,Credit,2197.28,22741.77,August,8,2023
TXN00297,CUST015,ACC1015,2023-12-13,Debit,10148.65,41513.87,December,12,2023
TXN00298,CUST026,ACC1026,2023-10-13,Credit,1445.51,50948.66,October,10,2023
TXN00299,CUST026,ACC1026,2023-01-08,Credit,8094.93,59043.59,January,1,2023
TXN00300,CUST030,ACC1030,2023-07-08,Debit,11260.27,19985.95,July,7,2023
TXN00301,CUST017,ACC1017,2023-10-27,Credit,12354.02,98738.16,October,10,2023
TXN00302,CUST024,ACC1024,2023-02-25,Debit,3583.95,500.0,February,2,2023
TXN00303,CUST002,ACC1002,2023-11-14,Debit,4987.29,13778.51,November,11,2023
TXN00304,CUST040,ACC1040,2023-04-24,Debit,1041.93,39833.78,April,4,2023
TXN00305,CUST030,ACC1030,2023-12-25,Credit,9773.67,29759.62,December,12,2023
TXN00306,CUST008,ACC1008,2023-03-13,Credit,14199.3,36941.07,March,3,2023
TXN00307,CUST020,ACC1020,2023-09-10,Credit,1548.16,30493.48,September,9,2023
TXN00308,CUST035,ACC1035,2023-03-11,Credit,6859.29,49033.35,March,3,2023
TXN00309,CUST043,ACC1043,2023-12-23,Debit,6344.99,37077.97,December,12,2023
